,country,sex,height,weight,age,years_cl,grades_max,grades_mean,year_last,max_fra
0,SWE,0,177,73,25.0,5,62,46.75,2001,8a+/8b
1,SWE,0,180,78,27.0,5,59,52.833333333333336,2000,8a
2,NOR,0,177,68,37.0,14,53,51.4,2010,7b+
3,BEL,0,180,68,21.0,6,49,37.25,2002,7a+
4,CAN,0,180,68,45.0,29,64,50.395348837209305,2017,8b/+
5,GBR,0,178,73,35.0,24,71,57.73684210526316,2017,9a
6,NLD,0,178,78,28.0,4,53,47.75,2000,7b+
7,SWE,0,181,68,27.0,11,62,45.06437768240343,2008,8a+/8b
8,SWE,0,182,68,21.0,7,62,56.16417910447761,2003,8a+/8b
9,SWE,0,183,73,29.0,7,62,49.42307692307692,2006,8a+/8b
10,USA,0,183,73,32.0,8,62,53.52777777777778,2002,8a+/8b
11,DEU,0,188,83,43.0,26,66,56.61066666666667,2017,8b+/8c
12,NOR,0,183,73,26.0,7,59,47.06818181818182,2002,8a
13,SWE,0,186,83,35.0,17,53,45.95652173913044,2007,7b+
14,ITA,0,172,63,45.0,27,66,54.91139240506329,2016,8b+/8c
15,FRA,0,183,78,24.0,6,53,45.375,1999,7b+
16,USA,0,178,63,34.0,18,77,66.45454545454545,2015,9b+
17,POL,0,168,68,33.0,9,55,50.75,2002,7c
18,SWE,0,180,73,34.0,11,62,51.885416666666664,2011,8a+/8b
19,FRA,0,180,73,48.0,27,70,58.659574468085104,2017,8c+/9a
20,GBR,0,179,68,27.0,8,66,57.6764705882353,2002,8b+/8c
21,POL,0,173,73,44.0,25,66,53.21385281385282,2016,8b+/8c
22,PRT,0,172,58,31.0,6,51,39.15384615384615,2006,7b
23,other,0,165,63,42.0,19,62,49.325,2017,8a+/8b
24,NOR,0,170,68,45.0,25,68,58.24630541871921,2015,8c/+
25,NOR,0,177,78,26.0,11,66,55.19512195121951,2008,8b+/8c
26,other,0,165,63,31.0,13,64,60.42622950819672,2009,8b/+
27,AUS,0,185,68,34.0,19,68,60.05434782608695,2007,8c/+
28,DEU,0,193,83,25.0,11,66,57.30434782608695,2005,8b+/8c
29,USA,0,174,73,17.0,7,64,57.2,2002,8b/+
30,SWE,0,178,68,37.0,13,55,45.91111111111111,2010,7c
31,CZE,0,178,63,34.0,23,72,65.91489361702128,2011,9a/+
32,FRA,0,184,68,40.0,23,70,61.65034965034965,2013,8c+/9a
33,FRA,0,180,73,32.0,16,67,59.52808988764045,2011,8c
34,FRA,0,173,63,46.0,21,62,51.80172413793103,2012,8a+/8b
35,other,0,176,63,21.0,3,51,43.4,2000,7b
36,BEL,0,175,63,26.0,10,75,64.98550724637681,2006,9b
37,AUT,0,175,68,26.0,3,49,38.8125,2003,7a+
38,ESP,0,180,63,22.0,3,72,67.76923076923077,2003,9a/+
39,USA,0,180,73,45.0,27,59,49.90249433106576,2017,8a
40,CAN,0,173,63,35.0,15,62,51.46153846153846,2008,8a+/8b
41,SWE,0,179,73,22.0,6,59,52.30434782608695,2002,8a
42,GBR,0,165,58,39.0,25,70,54.533762057877816,2015,8c+/9a
43,PRT,0,167,73,22.0,8,64,54.94736842105263,2005,8b/+
44,NLD,0,170,68,36.0,15,44,33.204081632653065,2006,6c/+
45,SWE,0,185,83,30.0,9,62,52.36363636363637,2005,8a+/8b
46,CAN,0,182,78,31.0,15,59,56.5,2009,8a
47,AUT,0,183,78,24.0,4,62,57.75,2001,8a+/8b
48,SWE,0,178,63,30.0,14,66,53.96747967479675,2012,8b+/8c
49,GBR,0,170,68,23.0,3,62,52.857142857142854,2001,8a+/8b
50,SWE,0,174,63,28.0,6,53,48.0,2002,7b+
51,SWE,0,178,63,26.0,10,49,39.6764705882353,2005,7a+
52,POL,0,182,78,42.0,25,66,53.992248062015506,2015,8b+/8c
53,SWE,0,182,73,28.0,10,62,53.63636363636363,2010,8a+/8b
54,PRT,0,172,63,32.0,16,71,58.39598997493734,2017,9a
55,FRA,0,180,73,34.0,13,53,49.0,2002,7b+
56,USA,0,181,78,28.0,11,62,55.888888888888886,2001,8a+/8b
57,ITA,0,170,68,44.0,25,72,53.60797342192691,2017,9a/+
58,SWE,0,175,68,25.0,11,65,54.58064516129032,2010,8b+
59,ZAF,0,174,63,32.0,13,59,50.46153846153846,2010,8a
60,USA,0,166,73,27.0,13,57,46.214285714285715,2008,7c+
61,USA,0,185,78,35.0,15,66,58.92,2008,8b+/8c
62,USA,0,178,68,26.0,16,77,63.56565656565657,2012,9b+
63,NLD,0,180,73,38.0,15,62,51.63068181818182,2011,8a+/8b
64,FRA,0,176,68,33.0,6,57,53.94736842105263,2001,7c+
65,CAN,0,190,73,35.0,19,70,62.529411764705884,2015,8c+/9a
66,USA,0,173,68,36.0,20,75,65.10837438423646,2016,9b
67,FRA,0,180,73,31.0,4,42,40.0,2002,6b+/6c
68,BEL,0,173,68,33.0,13,53,43.67391304347826,2004,7b+
69,BEL,0,178,63,27.0,5,55,46.11764705882353,2001,7c
70,ITA,0,170,58,28.0,19,76,66.77372262773723,2015,9b/+
71,POL,0,170,68,41.0,23,53,39.223880597014926,2014,7b+
72,POL,0,171,63,42.0,25,66,55.663101604278076,2017,8b+/8c
73,NLD,0,180,78,44.0,23,64,43.056107539450615,2015,8b/+
74,SWE,0,179,68,35.0,10,49,45.285714285714285,2007,7a+
75,FRA,0,176,63,35.0,15,66,59.56428571428572,2010,8b+/8c
76,FRA,0,180,68,21.0,5,46,40.666666666666664,2005,6c+/7a
77,BEL,0,186,78,31.0,13,62,52.06194690265487,2004,8a+/8b
78,HRV,0,173,63,27.0,9,68,64.38461538461539,2002,8c/+
79,USA,0,178,68,42.0,19,66,56.25,2014,8b+/8c
80,CAN,0,167,58,20.0,5,59,52.0,2002,8a
81,NOR,0,183,78,45.0,22,69,55.61224489795919,2017,8c+
82,AUT,0,168,53,18.0,7,64,58.27272727272727,2002,8b/+
83,CAN,0,172,73,22.0,6,70,64.9090909090909,2004,8c+/9a
84,ZAF,0,180,73,29.0,4,49,36.397260273972606,2004,7a+
85,SWE,0,188,83,28.0,4,53,40.666666666666664,2002,7b+
86,ZAF,0,178,68,23.0,4,57,50.42857142857143,2004,7c+
87,FRA,0,173,68,39.0,23,62,52.04,2011,8a+/8b
88,SWE,0,179,78,21.0,7,51,44.57142857142857,2002,7b
89,DEU,0,183,68,39.0,17,55,41.05347593582888,2017,7c
90,SWE,0,186,73,35.0,15,51,43.666666666666664,2004,7b
91,SWE,0,176,63,33.0,16,68,62.53012048192771,2010,8c/+
92,CAN,0,171,63,49.0,28,68,57.05179282868526,2016,8c/+
93,other,0,182,73,44.0,20,64,53.57971014492754,2017,8b/+
94,SWE,0,178,68,32.0,3,62,53.5,2003,8a+/8b
95,USA,0,168,53,16.0,4,51,36.666666666666664,2002,7b
96,NLD,0,186,73,31.0,10,49,35.0,2004,7a+
97,SWE,0,170,63,31.0,17,51,40.04347826086956,2009,7b
98,USA,0,182,83,32.0,18,64,51.81818181818182,2015,8b/+
99,SWE,0,186,83,49.0,23,55,40.61538461538461,2013,7c
100,SWE,0,173,63,28.0,12,62,52.37614678899082,2008,8a+/8b
101,SWE,0,186,73,42.0,15,66,55.30337078651685,2013,8b+/8c
102,ZAF,0,170,58,27.0,8,53,39.083333333333336,2008,7b+
103,ITA,0,173,63,29.0,5,62,51.483333333333334,2005,8a+/8b
104,SWE,0,174,73,31.0,7,55,49.625,2003,7c
105,ZAF,0,186,73,30.0,13,66,51.15094339622642,2010,8b+/8c
106,CAN,0,175,68,34.0,8,55,53.0,2000,7c
107,NOR,0,184,78,44.0,24,66,53.28947368421053,2017,8b+/8c
108,SWE,0,180,68,38.0,16,64,50.5521978021978,2013,8b/+
109,ITA,0,173,58,36.0,19,66,62.416666666666664,2007,8b+/8c
110,GBR,0,180,73,27.0,12,49,46.22222222222222,2002,7a+
111,SWE,0,189,78,25.0,8,62,59.0,2002,8a+/8b
112,DEU,0,176,68,31.0,15,64,59.5,2004,8b/+
113,AUT,0,173,73,39.0,17,62,51.24390243902439,2015,8a+/8b
114,MEX,0,186,73,33.0,8,59,46.851851851851855,2004,8a
115,USA,0,165,63,37.0,16,66,54.101960784313725,2011,8b+/8c
116,DEU,0,173,63,30.0,13,62,53.38775510204081,2003,8a+/8b
117,CAN,0,175,68,31.0,14,59,43.457142857142856,2005,8a
118,FRA,0,178,68,26.0,15,70,64.57142857142857,2005,8c+/9a
119,ESP,0,170,68,33.0,17,68,57.046728971962615,2013,8c/+
120,USA,0,178,73,20.0,5,62,58.666666666666664,2002,8a+/8b
121,GBR,0,178,63,40.0,23,68,54.01078167115903,2017,8c/+
122,BEL,0,175,73,32.0,24,66,55.42857142857143,2014,8b+/8c
123,NLD,0,186,78,45.0,23,64,45.36252189141857,2017,8b/+
124,other,0,175,63,44.0,26,70,59.66914498141264,2017,8c+/9a
125,BRA,0,184,63,31.0,11,53,41.38461538461539,2006,7b+
126,CHE,0,175,68,29.0,14,66,56.43650793650794,2011,8b+/8c
127,other,0,176,63,28.0,5,40,37.5,2005,6b/+
128,SWE,0,182,78,30.0,8,53,47.857142857142854,2003,7b+
129,USA,0,185,78,31.0,12,51,51.0,2001,7b
130,AUT,0,166,63,36.0,20,66,58.154411764705884,2016,8b+/8c
131,other,0,181,73,33.0,12,66,45.66448801742919,2013,8b+/8c
132,SWE,0,190,68,40.0,12,59,44.678391959798994,2009,8a
133,CHE,0,167,78,46.0,29,62,53.21782178217822,2017,8a+/8b
134,other,0,182,83,27.0,11,59,48.608695652173914,2009,8a
135,SWE,0,188,73,23.0,8,53,47.888888888888886,2001,7b+
136,SVN,0,172,73,32.0,12,55,51.333333333333336,2012,7c
137,ZAF,0,193,73,30.0,12,49,41.4375,2007,7a+
138,ZAF,0,185,73,30.0,10,57,44.352059925093634,2010,7c+
139,ZAF,0,180,73,28.0,11,55,40.764227642276424,2009,7c
140,DEU,0,170,68,33.0,13,62,53.5,2006,8a+/8b
141,other,0,170,58,24.0,3,53,41.55555555555556,2001,7b+
142,HRV,0,174,58,21.0,7,55,38.98518518518519,2008,7c
143,NLD,0,183,68,40.0,27,68,56.9320987654321,2017,8c/+
144,other,0,181,63,20.0,6,66,62.5,2001,8b+/8c
145,ZAF,0,171,68,27.0,12,66,54.0,2011,8b+/8c
146,SWE,0,178,68,39.0,18,49,35.0921052631579,2009,7a+
147,USA,0,168,58,23.0,12,70,63.46296296296296,2006,8c+/9a
148,other,0,171,58,34.0,9,53,44.45454545454545,2007,7b+
149,SWE,0,175,63,35.0,18,62,50.18181818181818,2012,8a+/8b
150,SWE,0,169,63,31.0,11,55,42.98876404494382,2011,7c
151,NLD,0,186,73,33.0,21,68,59.27626459143969,2017,8c/+
152,POL,0,174,78,44.0,24,62,43.87116564417178,2014,8a+/8b
153,POL,0,185,68,22.0,6,61,49.06818181818182,2006,8a+
154,BEL,0,169,63,39.0,13,62,51.58441558441559,2004,8a+/8b
155,DNK,0,186,73,40.0,19,64,52.96096096096096,2017,8b/+
156,AUT,0,179,63,41.0,23,62,52.20472440944882,2014,8a+/8b
157,other,0,178,73,26.0,10,57,48.64705882352941,2002,7c+
158,USA,0,175,68,44.0,9,56,46.76,2008,7c/+
159,other,0,183,78,34.0,14,62,58.333333333333336,2009,8a+/8b
160,FRA,0,170,63,22.0,7,68,58.9,2000,8c/+
161,POL,0,169,78,46.0,22,59,45.33179723502304,2015,8a
162,FRA,0,180,78,24.0,11,57,50.1,2003,7c+
163,NLD,0,180,83,34.0,19,64,52.70786516853933,2012,8b/+
164,ITA,0,175,53,33.0,7,49,40.07272727272727,2007,7a+
165,ESP,0,174,68,35.0,25,77,66.89814814814815,2015,9b+
166,SWE,0,190,88,37.0,13,53,42.16483516483517,2012,7b+
167,USA,0,170,63,39.0,18,68,48.80882352941177,2015,8c/+
168,BEL,0,176,63,35.0,22,68,61.53465346534654,2012,8c/+
169,SVN,0,167,58,33.0,22,70,62.5,2014,8c+/9a
170,POL,0,184,73,44.0,25,62,50.95424836601307,2017,8a+/8b
171,ESP,0,172,68,28.0,6,62,54.5,2002,8a+/8b
172,CAN,0,181,73,33.0,14,68,54.148148148148145,2014,8c/+
173,DEU,0,177,78,38.0,20,62,53.36440677966102,2016,8a+/8b
174,USA,0,175,73,41.0,23,53,39.0,2017,7b+
175,POL,0,172,68,46.0,25,62,49.05359477124183,2017,8a+/8b
176,PRT,0,182,73,39.0,16,59,46.934615384615384,2016,8a
177,ITA,0,165,63,37.0,20,68,59.1520737327189,2016,8c/+
178,AUS,0,179,68,34.0,21,72,62.7906976744186,2016,9a/+
179,CZE,0,180,78,35.0,5,36,32.9,2002,6a/+
180,DEU,0,175,68,28.0,10,57,52.0,2006,7c+
181,SWE,0,173,68,23.0,7,53,44.77777777777778,2003,7b+
182,AUS,0,167,68,22.0,11,68,59.94318181818182,2009,8c/+
183,GBR,0,173,63,25.0,6,62,51.94444444444444,2002,8a+/8b
184,SWE,0,176,68,22.0,10,62,50.0,2007,8a+/8b
185,AUS,0,185,78,29.0,10,66,58.37931034482759,2002,8b+/8c
186,ESP,0,174,63,23.0,13,64,60.1875,2003,8b/+
187,other,0,173,63,26.0,3,68,61.7027027027027,2003,8c/+
188,ZAF,0,187,83,29.0,4,33,32.5,2000,5c+
189,NLD,0,183,73,29.0,15,62,52.44117647058823,2012,8a+/8b
190,AUS,0,186,68,18.0,3,66,55.44444444444444,2003,8b+/8c
191,ESP,0,181,78,40.0,25,64,51.68604651162791,2016,8b/+
192,AUS,0,172,63,27.0,5,66,58.333333333333336,2002,8b+/8c
193,other,0,192,88,27.0,3,42,34.8125,2002,6b+/6c
194,FRA,0,178,68,21.0,8,66,61.26315789473684,2003,8b+/8c
195,CZE,0,185,68,24.0,18,77,66.04831625183016,2017,9b+
196,NLD,0,183,68,31.0,13,57,50.232142857142854,2004,7c+
197,ESP,0,172,63,27.0,3,57,48.6,2003,7c+
198,DNK,0,180,78,31.0,6,53,43.666666666666664,2003,7b+
199,POL,0,185,68,27.0,9,66,53.13157894736842,2008,8b+/8c
200,other,0,177,63,35.0,19,68,62.81481481481482,2008,8c/+
201,CHE,0,187,83,26.0,12,62,53.78787878787879,2007,8a+/8b
202,SWE,0,186,78,28.0,5,31,30.076923076923077,2003,5b+
203,ITA,0,179,63,32.0,20,70,61.32432432432432,2017,8c+/9a
204,FRA,0,187,73,32.0,11,64,57.904761904761905,2003,8b/+
205,DNK,0,184,73,18.0,6,59,49.7,2002,8a
206,HRV,0,183,73,28.0,11,55,45.96078431372549,2003,7c
207,ESP,0,175,63,26.0,12,57,48.75,2002,7c+
208,CAN,0,175,88,29.0,10,53,47.5,2004,7b+
209,AUS,0,178,78,27.0,13,72,62.88607594936709,2012,9a/+
210,USA,0,173,68,34.0,17,66,55.55952380952381,2012,8b+/8c
211,SWE,0,190,73,42.0,22,57,47.608695652173914,2015,7c+
212,AUS,0,185,63,19.0,4,55,48.111111111111114,2005,7c
213,SWE,0,190,83,30.0,3,40,38.4,2003,6b/+
214,DEU,0,183,73,26.0,9,59,47.83098591549296,2010,8a
215,AUS,0,174,63,24.0,14,68,58.3,2009,8c/+
216,SWE,0,178,78,38.0,10,42,37.083333333333336,2003,6b+/6c
217,SWE,0,178,68,32.0,15,64,52.728658536585364,2014,8b/+
218,SWE,0,179,73,23.0,6,53,49.0,2005,7b+
219,SWE,0,183,73,27.0,9,49,40.333333333333336,2002,7a+
220,other,0,185,73,37.0,17,64,52.95522388059702,2014,8b/+
221,PRT,0,169,63,25.0,3,40,34.714285714285715,2002,6b/+
222,SWE,0,183,73,35.0,3,36,32.75,2004,6a/+
223,other,0,165,53,29.0,4,57,50.285714285714285,2004,7c+
224,AUT,0,181,68,28.0,14,70,59.170731707317074,2010,8c+/9a
225,other,0,178,68,20.0,3,38,36.5,2002,6a+/6b
226,RUS,0,168,58,41.0,25,68,52.33846153846154,2017,8c/+
227,NLD,0,180,63,34.0,17,66,62.104166666666664,2014,8b+/8c
228,RUS,0,175,68,36.0,22,68,60.5781990521327,2017,8c/+
229,ESP,0,173,63,28.0,10,64,61.54545454545455,2002,8b/+
230,ITA,0,175,68,33.0,8,49,37.06666666666667,2008,7a+
231,AUS,0,187,83,28.0,3,38,32.94444444444444,2002,6a+/6b
232,CHE,0,180,73,28.0,4,62,55.15909090909091,2004,8a+/8b
233,DEU,0,184,68,31.0,17,75,69.29411764705883,2016,9b
234,FRA,0,172,63,16.0,4,57,51.4,2002,7c+
235,FRA,0,183,73,22.0,10,62,52.46969696969697,2005,8a+/8b
236,HRV,0,175,68,36.0,12,65,53.03517587939699,2012,8b+
237,ESP,0,171,63,30.0,8,57,55.0,2003,7c+
238,SWE,0,170,58,27.0,12,66,55.666666666666664,2001,8b+/8c
239,DEU,0,175,68,34.0,19,66,53.898305084745765,2017,8b+/8c
240,other,0,169,58,44.0,20,68,52.378787878787875,2017,8c/+
241,DNK,0,180,68,35.0,18,66,53.56578947368421,2010,8b+/8c
242,DNK,0,175,63,49.0,20,62,49.43386243386244,2016,8a+/8b
243,CAN,0,187,83,31.0,16,66,57.96666666666667,2010,8b+/8c
244,other,0,190,83,29.0,12,62,50.9,2011,8a+/8b
245,GBR,0,175,83,26.0,8,53,42.8,2002,7b+
246,ITA,0,176,68,27.0,3,57,52.0625,2003,7c+
247,CAN,0,181,78,29.0,10,70,56.90298507462686,2009,8c+/9a
248,USA,0,178,68,47.0,21,62,54.37,2014,8a+/8b
249,SWE,0,180,73,35.0,13,49,38.64705882352941,2007,7a+
250,BRA,0,178,78,37.0,20,55,42.76923076923077,2016,7c
251,SWE,0,177,63,27.0,5,49,37.03448275862069,2003,7a+
252,SWE,0,170,68,29.0,6,44,35.708333333333336,2002,6c/+
253,DEU,0,173,68,22.0,7,68,55.94897959183673,2007,8c/+
254,DNK,0,180,68,28.0,15,62,52.301886792452834,2004,8a+/8b
255,SWE,0,184,88,38.0,15,55,41.18382352941177,2015,7c
256,SWE,0,167,63,24.0,9,64,53.22222222222222,2005,8b/+
257,AUS,0,176,68,33.0,15,66,58.120370370370374,2015,8b+/8c
258,SWE,0,186,83,33.0,12,49,39.294117647058826,2010,7a+
259,SWE,0,179,73,34.0,10,62,44.63729508196721,2011,8a+/8b
260,NLD,0,180,73,40.0,24,70,59.85625,2017,8c+/9a
261,ITA,0,179,68,27.0,3,55,47.791666666666664,2003,7c
262,SWE,0,180,93,34.0,7,40,32.8235294117647,2008,6b/+
263,NLD,0,180,83,47.0,25,49,41.73913043478261,2014,7a+
264,AUT,0,172,68,40.0,21,62,50.50632911392405,2011,8a+/8b
265,ESP,0,171,63,26.0,3,49,49.0,2001,7a+
266,BRA,0,183,73,24.0,5,55,44.22222222222222,2002,7c
267,SWE,0,180,68,29.0,16,68,59.58709677419355,2014,8c/+
268,NOR,0,182,73,24.0,12,57,50.166666666666664,2011,7c+
269,USA,0,177,68,33.0,16,62,48.567796610169495,2016,8a+/8b
270,NLD,0,178,68,46.0,26,57,41.872053872053876,2017,7c+
271,ITA,0,181,68,25.0,6,57,48.63636363636363,2006,7c+
272,AUS,0,175,73,45.0,25,55,46.630434782608695,2017,7c
273,AUS,0,175,78,33.0,14,53,45.509433962264154,2003,7b+
274,FRA,0,182,68,17.0,4,66,59.0,2002,8b+/8c
275,GBR,0,172,73,41.0,25,64,54.625,2017,8b/+
276,AUS,0,180,73,31.0,10,62,52.464285714285715,2007,8a+/8b
277,ITA,0,174,58,32.0,16,57,46.022222222222226,2011,7c+
278,USA,0,172,78,40.0,22,68,51.49891540130152,2017,8c/+
279,ESP,0,172,63,39.0,10,55,48.71739130434783,2012,7c
280,ESP,0,172,63,23.0,6,66,55.5,2002,8b+/8c
281,POL,0,184,88,42.0,27,62,47.01219512195122,2017,8a+/8b
282,ITA,0,190,78,25.0,3,55,45.18181818181818,2003,7c
283,AUS,0,176,73,35.0,19,53,37.67625899280576,2011,7b+
284,DEU,0,180,73,41.0,15,59,50.13,2012,8a
285,BRA,0,174,73,38.0,22,62,49.838905775075986,2017,8a+/8b
286,DNK,0,183,73,30.0,6,53,47.75,2002,7b+
287,AUT,0,174,68,33.0,16,69,56.1575456053068,2017,8c+
288,FRA,0,173,63,32.0,11,49,39.6,2011,7a+
289,FRA,0,183,73,22.0,6,59,54.9,2005,8a
290,SWE,0,177,73,42.0,8,46,37.857142857142854,2008,6c+/7a
291,FIN,0,186,73,28.0,9,46,42.0,2002,6c+/7a
292,FRA,0,185,68,20.0,8,70,61.138888888888886,2003,8c+/9a
293,ITA,0,170,63,44.0,18,64,51.577777777777776,2016,8b/+
294,NOR,0,173,68,29.0,17,75,65.69354838709677,2017,9b
295,AUS,0,178,73,45.0,18,57,44.18,2015,7c+
296,AUS,0,176,78,31.0,19,51,51.0,2007,7b
297,SWE,0,178,73,45.0,23,51,36.382716049382715,2016,7b
298,ITA,0,164,58,24.0,6,66,60.666666666666664,2007,8b+/8c
299,DNK,0,183,78,32.0,13,62,48.9236641221374,2013,8a+/8b
300,FRA,0,174,63,44.0,21,70,61.36649214659686,2011,8c+/9a
301,DNK,0,184,83,26.0,3,53,45.857142857142854,2003,7b+
302,DNK,0,186,68,25.0,8,59,45.30232558139535,2008,8a
303,NOR,0,184,83,39.0,23,57,50.89333333333333,2011,7c+
304,DNK,0,177,63,21.0,3,49,44.4,2002,7a+
305,FRA,0,166,63,25.0,12,75,65.04895104895105,2007,9b
306,SWE,0,174,63,39.0,10,61,48.10857142857143,2010,8a+
307,BRA,0,183,73,43.0,22,64,47.76984126984127,2017,8b/+
308,DNK,0,180,68,26.0,3,44,39.666666666666664,2002,6c/+
309,DEU,0,184,73,49.0,29,64,52.217948717948715,2017,8b/+
310,NLD,0,180,73,28.0,5,49,32.388888888888886,2004,7a+
311,SWE,0,181,83,38.0,11,55,46.02739726027397,2010,7c
312,USA,0,185,83,38.0,19,68,56.30246913580247,2017,8c/+
313,GBR,0,169,68,23.0,7,75,61.23529411764706,2006,9b
314,SWE,0,183,78,26.0,6,55,43.78260869565217,2008,7c
315,SWE,0,178,73,46.0,28,62,43.87632850241546,2017,8a+/8b
316,SWE,0,175,63,34.0,3,53,43.07272727272727,2004,7b+
317,BEL,0,181,68,37.0,25,68,62.04424778761062,2017,8c/+
318,CAN,0,178,78,31.0,15,53,51.666666666666664,2004,7b+
319,PRT,0,175,68,31.0,8,55,43.705882352941174,2009,7c
320,NOR,0,183,83,27.0,5,51,39.38461538461539,2006,7b
321,other,0,176,73,38.0,17,64,54.53741496598639,2007,8b/+
322,ITA,0,175,68,25.0,6,62,49.47826086956522,2008,8a+/8b
323,ESP,0,172,68,44.0,29,62,49.882488479262676,2017,8a+/8b
324,SWE,0,180,73,22.0,5,46,38.57575757575758,2005,6c+/7a
325,POL,0,175,73,49.0,7,49,42.07692307692308,2002,7a+
326,SWE,0,173,68,26.0,9,53,43.95,2006,7b+
327,CHE,0,176,83,41.0,24,59,54.785714285714285,2017,8a
328,ITA,0,175,63,34.0,18,62,54.90909090909091,2006,8a+/8b
329,ITA,0,183,83,40.0,17,53,46.611111111111114,2017,7b+
330,FRA,0,174,68,34.0,5,44,36.241379310344826,2003,6c/+
331,GBR,0,176,63,23.0,4,44,39.666666666666664,2002,6c/+
332,FIN,0,178,68,29.0,6,53,41.95774647887324,2006,7b+
333,POL,0,165,68,40.0,22,62,47.61473087818697,2017,8a+/8b
334,other,0,165,58,32.0,8,75,69.6774193548387,2008,9b
335,ESP,0,174,68,21.0,5,62,55.333333333333336,2005,8a+/8b
336,SWE,0,183,88,29.0,6,49,44.083333333333336,2003,7a+
337,SWE,0,183,83,36.0,8,42,37.42857142857143,2003,6b+/6c
338,DEU,0,191,78,34.0,18,64,51.017699115044245,2008,8b/+
339,AUT,0,172,63,27.0,9,59,45.166666666666664,2008,8a
340,CAN,0,165,63,40.0,24,72,59.00237529691211,2017,9a/+
341,CAN,0,180,68,34.0,16,68,56.926829268292686,2011,8c/+
342,SWE,0,172,73,29.0,7,42,39.0,2002,6b+/6c
343,SWE,0,182,73,39.0,12,53,44.14492753623188,2012,7b+
344,CHE,0,172,58,37.0,20,64,53.78787878787879,2011,8b/+
345,POL,0,172,63,36.0,16,55,36.10986547085202,2017,7c
346,other,0,190,88,34.0,19,62,54.8,2011,8a+/8b
347,BRA,0,186,73,34.0,18,66,48.810267857142854,2016,8b+/8c
348,CHE,0,179,63,40.0,21,72,61.30534351145038,2013,9a/+
349,CAN,0,168,63,25.0,5,62,58.25,2002,8a+/8b
350,SWE,0,176,63,28.0,14,64,53.45360824742268,2013,8b/+
351,SWE,0,172,63,30.0,10,53,37.170731707317074,2012,7b+
352,CHE,0,178,68,25.0,14,55,49.60655737704918,2009,7c
353,CAN,0,188,93,32.0,18,68,57.122549019607845,2016,8c/+
354,SWE,0,178,68,29.0,6,55,45.53333333333333,2007,7c
355,POL,0,187,73,33.0,12,59,40.42490842490842,2014,8a
356,USA,0,192,83,31.0,6,57,44.95890410958904,2006,7c+
357,NOR,0,176,68,31.0,6,44,39.18181818181818,2002,6c/+
358,USA,0,177,63,26.0,15,77,62.0,2013,9b+
359,FRA,0,173,63,37.0,26,70,61.86513994910941,2017,8c+/9a
360,NLD,0,180,73,42.0,17,55,41.4,2008,7c
361,ITA,0,186,73,33.0,17,49,41.72222222222222,2005,7a+
362,ITA,0,171,68,26.0,4,57,54.333333333333336,2002,7c+
363,DNK,0,185,68,31.0,3,55,51.36363636363637,2003,7c
364,NLD,0,184,73,47.0,28,64,51.63036303630363,2017,8b/+
365,ESP,0,170,58,45.0,15,57,41.89592760180995,2015,7c+
366,ITA,0,174,73,26.0,4,38,33.25,2003,6a+/6b
367,POL,0,180,68,40.0,23,62,41.4797507788162,2017,8a+/8b
368,SWE,0,175,63,28.0,9,57,45.043010752688176,2011,7c+
369,SWE,0,182,68,32.0,10,55,39.588235294117645,2005,7c
370,ITA,0,180,73,36.0,13,53,48.4,2003,7b+
371,USA,0,177,68,37.0,19,66,53.78378378378378,2016,8b+/8c
372,PRT,0,184,73,33.0,9,56,55.25,2009,7c/+
373,SWE,0,170,73,22.0,3,40,33.411764705882355,2004,6b/+
374,SWE,0,185,78,28.0,11,57,42.088235294117645,2003,7c+
375,SWE,0,170,63,33.0,14,55,49.04,2011,7c
376,AUS,0,180,73,30.0,7,57,49.55172413793103,2006,7c+
377,ITA,0,170,63,32.0,11,62,52.644444444444446,2004,8a+/8b
378,NLD,0,184,73,32.0,5,57,45.319148936170215,2006,7c+
379,other,0,182,73,34.0,18,64,52.17739975698663,2016,8b/+
380,DNK,0,182,73,44.0,21,62,50.05072463768116,2017,8a+/8b
381,CAN,0,170,68,27.0,4,49,37.407407407407405,2006,7a+
382,CAN,0,170,63,27.0,7,68,56.42857142857143,2004,8c/+
383,AUS,0,170,58,36.0,13,49,38.827586206896555,2010,7a+
384,GBR,0,167,53,19.0,5,57,48.6,2004,7c+
385,AUS,0,167,58,21.0,5,53,41.107142857142854,2006,7b+
386,DNK,0,182,78,36.0,11,57,48.78947368421053,2002,7c+
387,NOR,0,187,93,43.0,26,57,51.8235294117647,2016,7c+
388,FRA,0,188,93,28.0,14,40,38.0,2002,6b/+
389,AUT,0,167,58,35.0,20,70,63.71186440677966,2014,8c+/9a
390,FRA,0,174,73,41.0,24,59,50.020833333333336,2016,8a
391,SWE,0,183,73,33.0,11,62,43.28025477707006,2013,8a+/8b
392,HRV,0,188,78,43.0,17,66,52.07027027027027,2012,8b+/8c
393,SWE,0,183,78,40.0,5,44,40.0,2002,6c/+
394,AUS,0,178,68,23.0,10,70,63.13793103448276,2005,8c+/9a
395,NLD,0,189,73,35.0,19,66,59.25,2017,8b+/8c
396,other,0,178,73,39.0,20,64,43.36206896551724,2014,8b/+
397,POL,0,185,73,26.0,8,64,54.23809523809524,2005,8b/+
398,SWE,0,177,73,22.0,9,53,45.8,2007,7b+
