,country,sex,height,weight,age,years_cl,grades_max,grades_mean,year_last,max_fra
5591,USA,0,165,63,17.0,4,68,53.84126984126984,2014,8c/+
5592,AUS,0,180,73,31.0,12,57,48.06976744186046,2017,7c+
5593,other,0,167,53,16.0,4,55,48.69047619047619,2013,7c
5594,FRA,0,180,68,42.0,15,42,36.7037037037037,2013,6b+/6c
5595,CHE,0,176,68,33.0,6,58,44.764925373134325,2017,7c+/8a
5596,other,0,180,73,30.0,8,68,55.39453125,2017,8c/+
5597,BRA,0,170,68,32.0,3,51,38.354838709677416,2014,7b
5598,USA,0,178,68,26.0,5,59,56.166666666666664,2012,8a
5599,other,0,168,58,26.0,7,69,51.947565543071164,2017,8c+
5600,ITA,0,164,58,28.0,12,70,53.40384615384615,2017,8c+/9a
5601,AUT,0,181,73,32.0,7,59,46.214285714285715,2017,8a
5602,PRT,0,176,68,35.0,4,51,39.470588235294116,2016,7b
5603,ITA,0,178,63,40.0,15,64,47.85747392815759,2017,8b/+
5604,MEX,0,175,68,21.0,3,51,45.42857142857143,2015,7b
5605,AUS,0,173,63,39.0,22,64,55.717948717948715,2014,8b/+
5606,USA,0,166,58,21.0,18,55,41.3,2010,7c
5607,ITA,0,178,63,25.0,6,59,55.875,2014,8a
5608,AUS,0,172,68,26.0,3,55,48.09090909090909,2014,7c
5609,BRA,0,186,68,31.0,12,57,55.5,2011,7c+
5610,ZAF,0,178,68,29.0,19,66,54.39622641509434,2014,8b+/8c
5611,other,0,172,58,22.0,5,57,51.666666666666664,2011,7c+
5612,DEU,0,174,63,25.0,3,51,44.375,2009,7b
5613,ZAF,0,184,78,30.0,7,51,49.666666666666664,2014,7b
5614,POL,0,182,73,29.0,6,49,42.875,2017,7a+
5615,USA,0,185,68,29.0,17,54,52.25,2015,7b+/7c
5616,ESP,0,176,73,40.0,8,51,45.22222222222222,2014,7b
5617,FRA,0,182,73,45.0,18,44,36.89655172413793,2016,6c/+
5618,ITA,0,185,73,32.0,9,62,54.22,2015,8a+/8b
5619,other,0,188,83,32.0,3,51,41.03921568627451,2014,7b
5620,DEU,0,173,63,24.0,10,68,55.05391304347826,2017,8c/+
5621,POL,0,165,63,31.0,7,51,40.36296296296296,2017,7b
5622,NOR,0,172,63,38.0,18,65,59.36363636363637,2012,8b+
5623,ESP,0,169,63,31.0,11,51,38.93023255813954,2016,7b
5624,USA,0,192,83,30.0,5,36,31.833333333333332,2016,6a/+
5625,ITA,0,165,48,19.0,5,72,56.142857142857146,2016,9a/+
5626,FRA,0,172,73,25.0,4,49,39.92307692307692,2014,7a+
5627,POL,0,176,73,33.0,11,46,38.13793103448276,2017,6c+/7a
5628,other,0,183,78,42.0,5,35,31.072727272727274,2015,6a
5629,MEX,0,185,68,19.0,3,50,45.0,2014,7a+/7b
5630,SWE,0,179,68,28.0,6,53,42.979166666666664,2017,7b+
5631,ESP,0,174,73,35.0,21,51,46.30769230769231,2014,7b
5632,DEU,0,191,73,39.0,11,57,41.95323741007194,2017,7c+
5633,USA,0,186,78,22.0,3,57,52.625,2013,7c+
5634,other,0,175,73,32.0,17,62,53.06694560669456,2017,8a+/8b
5635,DEU,0,187,83,28.0,7,52,41.75438596491228,2017,7b/+
5636,ITA,0,178,63,23.0,6,65,53.23076923076923,2016,8b+
5637,ESP,0,173,68,32.0,16,62,45.09,2014,8a+/8b
5638,ESP,0,185,73,22.0,6,62,52.917808219178085,2017,8a+/8b
5639,USA,0,173,63,17.0,3,55,41.5625,2013,7c
5640,ITA,0,166,58,35.0,11,62,55.041666666666664,2014,8a+/8b
5641,ESP,0,177,68,34.0,13,66,55.78048780487805,2017,8b+/8c
5642,DEU,0,183,78,37.0,14,63,48.1945945945946,2017,8b
5643,USA,0,175,68,39.0,24,64,54.10526315789474,2016,8b/+
5644,other,0,183,78,30.0,7,55,40.99305555555556,2017,7c
5645,other,0,183,68,32.0,10,63,48.53225806451613,2017,8b
5646,ESP,0,165,53,29.0,5,59,42.2972972972973,2017,8a
5647,BRA,0,175,78,32.0,10,55,44.12328767123287,2014,7c
5648,USA,0,177,68,34.0,6,44,37.666666666666664,2012,6c/+
5649,DEU,0,175,78,25.0,11,68,55.672413793103445,2017,8c/+
5650,AUT,0,190,78,21.0,5,62,51.44117647058823,2016,8a+/8b
5651,DEU,0,176,73,24.0,11,57,48.15625,2013,7c+
5652,ITA,0,182,73,27.0,5,42,40.42857142857143,2013,6b+/6c
5653,SVN,0,172,68,35.0,5,56,37.12282734646582,2017,7c/+
5654,RUS,0,176,68,33.0,6,57,42.01724137931034,2017,7c+
5655,other,0,177,68,26.0,8,59,58.666666666666664,2013,8a
5656,other,0,173,68,27.0,8,62,52.8,2012,8a+/8b
5657,GBR,0,168,63,24.0,8,46,41.8,2014,6c+/7a
5658,USA,0,180,58,19.0,3,57,45.473684210526315,2014,7c+
5659,HRV,0,180,73,32.0,5,62,45.892857142857146,2017,8a+/8b
5660,SWE,0,180,73,25.0,6,66,55.694117647058825,2017,8b+/8c
5661,BRA,0,172,68,43.0,4,57,43.44378698224852,2016,7c+
5662,ITA,0,182,58,29.0,15,66,63.2,2013,8b+/8c
5663,ESP,0,175,68,35.0,8,59,49.075,2017,8a
5664,ESP,0,168,58,43.0,11,49,44.0,2014,7a+
5665,GBR,0,186,73,30.0,5,59,46.08888888888889,2017,8a
5666,BRA,0,182,63,31.0,6,59,47.68571428571428,2017,8a
5667,BRA,0,170,63,29.0,4,52,43.166666666666664,2014,7b/+
5668,MEX,0,168,48,35.0,13,72,62.80530973451327,2017,9a/+
5669,ITA,0,183,68,32.0,6,57,45.92948717948718,2017,7c+
5670,ESP,0,186,78,43.0,21,40,34.77777777777778,2012,6b/+
5671,other,0,174,63,38.0,10,59,51.75806451612903,2016,8a
5672,POL,0,183,73,22.0,5,44,36.916666666666664,2015,6c/+
5673,CAN,0,183,63,20.0,4,59,51.25,2012,8a
5674,FRA,0,179,58,39.0,18,62,57.42857142857143,2013,8a+/8b
5675,USA,0,172,63,28.0,5,52,44.0,2016,7b/+
5676,ESP,0,183,73,28.0,8,38,32.19512195121951,2013,6a+/6b
5677,GBR,0,168,68,21.0,9,70,61.37777777777778,2017,8c+/9a
5678,PRT,0,174,68,41.0,3,38,32.666666666666664,2014,6a+/6b
5679,ESP,0,182,73,42.0,20,53,42.04020979020979,2017,7b+
5680,ITA,0,182,58,30.0,7,66,60.20095693779904,2017,8b+/8c
5681,ESP,0,173,73,39.0,9,49,39.81481481481482,2017,7a+
5682,USA,0,172,58,28.0,7,64,57.333333333333336,2016,8b/+
5683,ITA,0,170,63,19.0,13,70,64.20967741935483,2017,8c+/9a
5684,ITA,0,182,63,32.0,15,62,51.833333333333336,2017,8a+/8b
5685,BEL,0,193,83,30.0,7,49,41.53846153846154,2013,7a+
5686,ESP,0,180,73,24.0,4,53,43.09230769230769,2015,7b+
5687,DEU,0,174,68,34.0,9,59,50.61421319796954,2017,8a
5688,BEL,0,181,68,32.0,7,51,36.97546012269939,2017,7b
5689,POL,0,179,63,28.0,6,59,46.08301886792453,2017,8a
5690,USA,0,172,63,27.0,9,59,56.333333333333336,2016,8a
5691,ITA,0,184,73,33.0,5,53,40.04571428571428,2017,7b+
5692,BRA,0,178,68,43.0,10,66,47.8421052631579,2016,8b+/8c
5693,ESP,0,173,68,19.0,5,51,37.93333333333333,2016,7b
5694,USA,0,182,88,19.0,12,68,51.773109243697476,2017,8c/+
5695,USA,0,185,73,22.0,7,64,51.03225806451613,2017,8b/+
5696,other,0,170,53,25.0,11,68,62.03703703703704,2013,8c/+
5697,ITA,0,173,63,21.0,3,57,51.4,2014,7c+
5698,SVN,0,183,73,26.0,11,72,62.901234567901234,2017,9a/+
5699,ITA,0,178,73,40.0,6,62,44.86138613861386,2017,8a+/8b
5700,other,0,170,63,35.0,17,68,50.89230769230769,2017,8c/+
5701,ESP,0,169,58,28.0,25,68,59.39230769230769,2017,8c/+
5702,FRA,0,168,63,30.0,4,62,45.324561403508774,2016,8a+/8b
5703,other,0,178,68,17.0,12,66,53.89473684210526,2016,8b+/8c
5704,USA,0,168,58,28.0,10,51,41.73076923076923,2015,7b
5705,ZAF,0,182,68,26.0,9,55,42.81699346405229,2016,7c
5706,ESP,0,170,63,18.0,3,62,50.666666666666664,2013,8a+/8b
5707,ESP,0,182,78,44.0,25,57,50.04347826086956,2017,7c+
5708,other,0,176,63,27.0,10,68,53.91891891891892,2017,8c/+
5709,BRA,0,170,63,26.0,7,51,41.766666666666666,2014,7b
5710,DEU,0,174,68,35.0,7,57,43.75409836065574,2017,7c+
5711,USA,0,189,73,23.0,3,57,43.5,2013,7c+
5712,ZAF,0,175,73,27.0,4,52,38.63030303030303,2017,7b/+
5713,ESP,0,167,53,21.0,7,72,59.38235294117647,2017,9a/+
5714,ESP,0,178,73,29.0,21,62,47.31375358166189,2017,8a+/8b
5715,USA,0,193,78,25.0,6,55,43.25,2013,7c
5716,GBR,0,185,73,24.0,3,53,47.81818181818182,2011,7b+
5717,ESP,0,187,63,22.0,3,42,40.0,2014,6b+/6c
5718,ZAF,0,190,78,34.0,5,44,34.91489361702128,2017,6c/+
5719,PRT,0,163,58,44.0,8,52,46.78260869565217,2015,7b/+
5720,CAN,0,188,78,25.0,18,53,51.5,2013,7b+
5721,USA,0,170,68,24.0,6,59,50.916666666666664,2013,8a
5722,BEL,0,180,63,30.0,5,57,41.6875,2017,7c+
5723,other,0,182,63,25.0,3,42,39.0,2013,6b+/6c
5724,FRA,0,174,63,30.0,15,66,59.63953488372093,2017,8b+/8c
5725,ESP,0,180,63,22.0,6,66,53.01117318435754,2017,8b+/8c
5726,HRV,0,183,73,25.0,3,42,33.45454545454545,2013,6b+/6c
5727,other,0,181,68,29.0,3,51,39.345454545454544,2014,7b
5728,ESP,0,175,73,26.0,6,49,42.55555555555556,2015,7a+
5729,ESP,0,179,73,26.0,3,42,36.91304347826087,2014,6b+/6c
5730,ESP,0,180,73,33.0,12,59,42.080786026200876,2017,8a
5731,ESP,0,184,68,36.0,4,49,40.3,2014,7a+
5732,NLD,0,180,73,34.0,5,44,35.63157894736842,2015,6c/+
5733,ESP,0,188,78,23.0,9,49,37.270270270270274,2017,7a+
5734,DEU,0,175,68,44.0,13,55,43.76056338028169,2017,7c
5735,DEU,0,180,68,30.0,8,59,55.333333333333336,2012,8a
5736,other,0,170,68,42.0,7,53,47.473684210526315,2013,7b+
5737,POL,0,185,78,38.0,22,57,42.24590163934426,2017,7c+
5738,BRA,0,169,53,24.0,3,50,42.25,2015,7a+/7b
5739,ITA,0,175,63,21.0,8,62,54.92307692307692,2017,8a+/8b
5740,ESP,0,183,73,38.0,11,59,51.095238095238095,2017,8a
5741,CHE,0,180,63,33.0,8,57,48.810810810810814,2017,7c+
5742,DNK,0,179,78,39.0,6,49,37.44897959183673,2016,7a+
5743,PRT,0,172,68,31.0,5,44,34.875,2013,6c/+
5744,DEU,0,185,83,24.0,7,62,49.29032258064516,2016,8a+/8b
5745,DNK,0,192,78,40.0,9,59,48.845360824742265,2016,8a
5746,FRA,0,173,58,35.0,11,57,50.45283018867924,2017,7c+
5747,BRA,0,172,68,30.0,10,51,42.05555555555556,2017,7b
5748,POL,0,176,78,30.0,12,42,34.98290598290598,2017,6b+/6c
5749,RUS,0,176,78,44.0,21,64,43.69705882352941,2017,8b/+
5750,ESP,0,169,68,41.0,19,59,44.90587138863001,2017,8a
5751,ITA,0,185,73,30.0,4,56,45.97727272727273,2015,7c/+
5752,CAN,0,181,78,38.0,8,55,38.940809968847354,2017,7c
5753,POL,0,175,68,25.0,4,62,47.61363636363637,2014,8a+/8b
5754,POL,0,190,78,25.0,3,38,36.285714285714285,2013,6a+/6b
5755,RUS,0,182,73,33.0,4,55,44.64102564102564,2015,7c
5756,ITA,0,180,73,33.0,7,64,47.779329608938546,2017,8b/+
5757,ESP,0,167,63,33.0,12,62,45.01204819277108,2016,8a+/8b
5758,ESP,0,180,68,19.0,5,56,46.65853658536585,2017,7c/+
5759,POL,0,176,68,32.0,5,59,48.276923076923076,2017,8a
5760,CHE,0,188,78,35.0,21,55,44.06015037593985,2015,7c
5761,ITA,0,175,63,20.0,8,68,55.05670103092783,2017,8c/+
5762,USA,0,179,78,25.0,5,57,47.08695652173913,2017,7c+
5763,GBR,0,175,68,34.0,7,53,46.0,2015,7b+
5764,ESP,0,175,58,20.0,8,70,56.53284671532847,2017,8c+/9a
5765,USA,0,180,83,31.0,5,45,34.3125,2017,6c+
5766,POL,0,181,73,29.0,6,49,36.22818791946309,2017,7a+
5767,POL,0,184,73,26.0,5,55,41.76687116564417,2017,7c
5768,PRT,0,169,63,31.0,12,66,50.55993431855501,2017,8b+/8c
5769,other,0,192,88,26.0,4,49,35.283018867924525,2016,7a+
5770,ESP,0,182,78,29.0,6,64,51.5,2016,8b/+
5771,AUT,0,178,68,21.0,4,53,40.50933333333333,2016,7b+
5772,POL,0,167,58,21.0,6,66,52.39622641509434,2016,8b+/8c
5773,USA,0,186,58,17.0,3,62,49.40909090909091,2014,8a+/8b
5774,AUT,0,180,68,23.0,5,59,41.746003552397866,2017,8a
5775,USA,0,183,78,25.0,4,53,50.666666666666664,2015,7b+
5776,PRT,0,179,68,22.0,3,49,38.02272727272727,2013,7a+
5777,BEL,0,177,78,32.0,6,55,40.833333333333336,2017,7c
5778,ESP,0,170,63,17.0,5,53,46.5,2015,7b+
5779,USA,0,170,73,22.0,3,54,45.0,2015,7b+/7c
5780,DEU,0,183,73,22.0,3,51,49.4,2013,7b
5781,POL,0,175,63,23.0,4,57,51.75,2013,7c+
5782,other,0,170,58,20.0,5,66,54.883720930232556,2012,8b+/8c
5783,POL,0,170,63,34.0,7,57,41.62536023054755,2017,7c+
5784,ITA,0,170,68,40.0,4,44,37.25806451612903,2016,6c/+
5785,GBR,0,170,58,26.0,7,62,50.93650793650794,2017,8a+/8b
5786,NOR,0,180,68,16.0,3,53,42.36585365853659,2013,7b+
5787,USA,0,182,78,26.0,6,64,50.672489082969435,2017,8b/+
5788,other,0,180,63,31.0,7,58,46.4,2017,7c+/8a
5789,other,0,178,73,37.0,4,42,35.76923076923077,2013,6b+/6c
5790,GBR,0,170,63,21.0,4,53,48.333333333333336,2014,7b+
5791,POL,0,170,63,32.0,15,62,44.4953897736798,2017,8a+/8b
5792,MEX,0,175,63,24.0,5,51,45.3,2013,7b
5793,ITA,0,177,63,21.0,10,66,57.416666666666664,2017,8b+/8c
5794,AUT,0,168,63,31.0,7,49,37.37012987012987,2017,7a+
5795,USA,0,172,68,23.0,3,55,52.5,2014,7c
5796,POL,0,183,78,28.0,4,53,41.0,2015,7b+
5797,ESP,0,173,68,21.0,3,46,36.62068965517241,2015,6c+/7a
5798,SWE,0,182,73,28.0,4,53,44.583333333333336,2016,7b+
5799,SWE,0,183,73,28.0,4,49,46.8,2015,7a+
5800,BRA,0,169,68,31.0,3,44,44.0,2013,6c/+
5801,DEU,0,180,68,31.0,8,55,44.63636363636363,2012,7c
5802,POL,0,184,73,26.0,6,53,46.14705882352941,2016,7b+
5803,USA,0,185,88,38.0,11,55,40.83516483516483,2017,7c
5804,other,0,176,68,22.0,3,57,38.31707317073171,2015,7c+
5805,POL,0,176,73,31.0,8,57,40.66945606694561,2017,7c+
5806,ITA,0,182,78,34.0,10,50,48.1,2016,7a+/7b
5807,USA,0,175,68,30.0,5,61,45.993288590604024,2017,8a+
5808,ITA,0,174,63,21.0,6,68,57.64150943396226,2017,8c/+
5809,RUS,0,184,73,22.0,4,55,42.285714285714285,2016,7c
5810,FRA,0,178,63,37.0,12,62,51.08365019011407,2017,8a+/8b
5811,DEU,0,183,83,34.0,5,38,32.36842105263158,2015,6a+/6b
5812,POL,0,186,68,22.0,7,66,48.31654676258993,2017,8b+/8c
5813,ESP,0,175,73,33.0,6,44,37.42307692307692,2017,6c/+
5814,USA,0,172,68,28.0,9,64,53.18434343434343,2017,8b/+
5815,POL,0,182,73,31.0,12,61,49.112612612612615,2017,8a+
5816,AUT,0,189,73,29.0,6,59,46.29365079365079,2017,8a
5817,BEL,0,181,78,28.0,4,51,49.0,2014,7b
5818,ITA,0,183,73,28.0,6,65,51.61538461538461,2017,8b+
5819,USA,0,181,73,28.0,13,55,51.833333333333336,2015,7c
5820,DEU,0,190,83,35.0,23,64,50.785714285714285,2017,8b/+
5821,ESP,0,181,73,32.0,11,62,55.63636363636363,2013,8a+/8b
5822,POL,0,180,78,42.0,17,53,48.27272727272727,2013,7b+
5823,NOR,0,170,63,33.0,8,57,48.65909090909091,2017,7c+
5824,POL,0,175,63,29.0,5,40,34.375,2017,6b/+
5825,NOR,0,168,73,40.0,19,46,35.389380530973455,2017,6c+/7a
5826,MEX,0,178,68,29.0,7,64,53.15151515151515,2016,8b/+
5827,FRA,0,168,58,31.0,16,62,55.333333333333336,2017,8a+/8b
5828,GBR,0,178,73,28.0,3,49,49.0,2013,7a+
5829,CHE,0,173,68,35.0,7,62,51.90909090909091,2017,8a+/8b
5830,PRT,0,181,68,32.0,6,53,46.472972972972975,2017,7b+
5831,POL,0,182,78,33.0,15,55,46.38345864661654,2017,7c
5832,other,0,190,78,29.0,3,55,50.65,2013,7c
5833,AUT,0,184,78,23.0,5,57,46.90756302521008,2017,7c+
5834,POL,0,173,63,26.0,6,57,38.797402597402595,2017,7c+
5835,RUS,0,173,58,24.0,6,49,37.666666666666664,2016,7a+
5836,PRT,0,180,73,30.0,4,45,36.644444444444446,2015,6c+
5837,ITA,0,175,68,22.0,7,62,56.57142857142857,2017,8a+/8b
5838,RUS,0,170,73,33.0,12,51,40.975,2014,7b
5839,ESP,0,180,73,30.0,11,57,41.63636363636363,2017,7c+
5840,ESP,0,187,78,35.0,6,57,44.06366047745358,2017,7c+
5841,GBR,0,176,63,25.0,3,51,43.5,2013,7b
5842,BRA,0,180,73,30.0,7,55,45.416666666666664,2017,7c
5843,USA,0,177,88,40.0,4,44,37.5,2013,6c/+
5844,ITA,0,180,73,31.0,6,58,47.65,2017,7c+/8a
5845,NLD,0,185,78,21.0,3,51,49.0,2014,7b
5846,USA,0,180,73,21.0,3,49,45.25,2014,7a+
5847,GBR,0,188,73,26.0,5,68,55.828125,2017,8c/+
5848,POL,0,170,68,47.0,16,57,47.27058823529412,2017,7c+
5849,DEU,0,175,78,26.0,4,46,40.689655172413794,2014,6c+/7a
5850,AUS,0,190,68,22.0,3,61,52.224489795918366,2015,8a+
5851,ESP,0,183,73,38.0,9,62,47.82795698924731,2017,8a+/8b
5852,FRA,0,180,63,28.0,5,64,53.32142857142857,2017,8b/+
5853,ITA,0,178,73,27.0,7,62,49.40350877192982,2017,8a+/8b
5854,other,0,175,53,16.0,6,70,56.4,2016,8c+/9a
5855,CHE,0,180,68,28.0,9,55,47.247058823529414,2017,7c
5856,ESP,0,180,68,31.0,6,55,47.86206896551724,2014,7c
5857,AUT,0,180,63,35.0,8,44,41.42857142857143,2013,6c/+
5858,AUT,0,192,88,22.0,5,64,49.76712328767123,2017,8b/+
5859,GBR,0,168,58,18.0,5,63,51.774193548387096,2015,8b
5860,POL,0,183,63,19.0,6,53,42.95454545454545,2013,7b+
5861,CZE,0,177,78,26.0,8,62,53.05,2016,8a+/8b
5862,DEU,0,177,63,24.0,3,51,50.333333333333336,2013,7b
5863,POL,0,171,63,30.0,8,49,43.1,2013,7a+
5864,USA,0,183,78,29.0,14,55,44.070093457943926,2015,7c
5865,USA,0,167,58,28.0,3,72,40.57142857142857,2014,9a/+
5866,ESP,0,189,78,21.0,6,62,48.11764705882353,2016,8a+/8b
5867,DEU,0,184,68,21.0,6,59,52.04761904761905,2014,8a
5868,POL,0,176,58,25.0,8,51,43.224489795918366,2015,7b
5869,POL,0,187,73,26.0,5,59,42.555729984301415,2017,8a
5870,USA,0,180,78,24.0,8,62,43.109947643979055,2016,8a+/8b
5871,ITA,0,180,78,19.0,9,72,61.546875,2017,9a/+
5872,ESP,0,181,78,42.0,4,53,45.81818181818182,2015,7b+
5873,ESP,0,180,73,32.0,7,59,44.96491228070175,2017,8a
5874,ITA,0,176,78,44.0,28,68,58.699186991869915,2017,8c/+
5875,RUS,0,190,73,41.0,8,64,46.15282392026578,2017,8b/+
5876,ESP,0,173,63,30.0,15,51,40.46666666666667,2015,7b
5877,other,0,177,68,26.0,4,57,46.46666666666667,2014,7c+
5878,ESP,0,164,68,34.0,4,51,44.59090909090909,2016,7b
5879,FRA,0,175,63,23.0,11,66,49.13223140495868,2017,8b+/8c
5880,USA,0,180,63,21.0,5,51,51.0,2014,7b
5881,FRA,0,171,63,31.0,6,59,43.233333333333334,2015,8a
5882,POL,0,170,63,37.0,7,53,40.31111111111111,2017,7b+
5883,CAN,0,187,63,25.0,9,67,54.75,2015,8c
5884,AUT,0,174,73,29.0,9,64,45.17218543046358,2017,8b/+
5885,RUS,0,175,68,27.0,27,62,50.85,2015,8a+/8b
5886,SVN,0,181,73,19.0,8,66,56.61538461538461,2017,8b+/8c
5887,FRA,0,177,63,34.0,6,56,50.476190476190474,2017,7c/+
5888,SVN,0,188,78,28.0,3,51,47.5,2015,7b
5889,DEU,0,180,73,32.0,7,62,48.55282555282555,2017,8a+/8b
5890,POL,0,175,68,27.0,27,57,46.80769230769231,2017,7c+
5891,NOR,0,188,83,30.0,10,55,44.77272727272727,2015,7c
5892,USA,0,167,63,24.0,5,49,43.111111111111114,2015,7a+
5893,GBR,0,184,68,19.0,15,66,56.05555555555556,2016,8b+/8c
5894,USA,0,175,68,20.0,6,68,61.53781512605042,2017,8c/+
5895,RUS,0,178,63,24.0,9,64,52.32876712328767,2016,8b/+
5896,POL,0,168,68,37.0,4,44,34.86363636363637,2013,6c/+
5897,USA,0,183,68,28.0,7,51,48.0,2017,7b
5898,RUS,0,179,68,25.0,14,70,61.17142857142857,2016,8c+/9a
5899,DEU,0,176,68,23.0,3,49,42.2,2015,7a+
5900,DEU,0,179,63,28.0,4,42,41.0,2014,6b+/6c
5901,ITA,0,170,63,28.0,5,62,46.74603174603175,2017,8a+/8b
5902,ESP,0,178,63,22.0,5,64,43.83422459893048,2017,8b/+
5903,BRA,0,180,73,26.0,5,62,52.42857142857143,2016,8a+/8b
5904,USA,0,172,58,25.0,7,62,53.48,2014,8a+/8b
5905,USA,0,180,63,26.0,6,66,53.28260869565217,2017,8b+/8c
5906,ESP,0,193,83,28.0,4,53,40.05696202531646,2017,7b+
5907,ITA,0,177,63,28.0,5,53,43.892857142857146,2016,7b+
5908,DEU,0,186,73,31.0,7,59,45.391304347826086,2017,8a
5909,POL,0,174,63,20.0,5,49,43.5,2017,7a+
5910,POL,0,167,58,18.0,3,42,35.285714285714285,2013,6b+/6c
5911,ITA,0,183,68,35.0,4,44,38.833333333333336,2016,6c/+
5912,ITA,0,183,73,27.0,9,53,44.69047619047619,2017,7b+
5913,ESP,0,171,63,37.0,6,53,44.776315789473685,2016,7b+
5914,NOR,0,179,68,29.0,5,62,40.98511904761905,2017,8a+/8b
5915,SVN,0,183,78,37.0,20,43,35.054054054054056,2013,6c
5916,BRA,0,186,73,33.0,4,53,44.75,2016,7b+
5917,AUS,0,180,73,37.0,8,57,46.16891891891892,2017,7c+
5918,ITA,0,181,73,29.0,8,64,45.48837209302326,2016,8b/+
5919,NLD,0,170,53,18.0,6,57,37.921052631578945,2015,7c+
5920,SVN,0,183,73,20.0,8,57,49.196891191709845,2017,7c+
5921,POL,0,170,73,32.0,12,42,37.8,2017,6b+/6c
5922,NOR,0,186,78,31.0,8,59,42.390243902439025,2017,8a
5923,ESP,0,187,78,27.0,6,51,46.57142857142857,2017,7b
5924,POL,0,170,63,36.0,7,55,42.14074074074074,2017,7c
5925,RUS,0,165,53,15.0,6,57,48.333333333333336,2013,7c+
5926,ESP,0,185,73,31.0,5,57,48.32386363636363,2017,7c+
5927,USA,0,182,73,28.0,5,62,50.6578947368421,2016,8a+/8b
5928,DEU,0,173,68,29.0,11,62,49.578125,2017,8a+/8b
5929,AUS,0,181,78,26.0,7,54,45.4,2013,7b+/7c
5930,ZAF,0,180,68,17.0,3,51,45.0,2013,7b
5931,other,0,179,63,25.0,4,57,40.10666666666667,2017,7c+
5932,POL,0,181,68,31.0,6,59,45.094182825484765,2017,8a
5933,POL,0,172,63,29.0,5,64,44.19688109161793,2017,8b/+
5934,DEU,0,175,68,17.0,7,68,58.72727272727273,2016,8c/+
5935,ZAF,0,172,68,17.0,3,49,39.18181818181818,2013,7a+
5936,FRA,0,167,58,31.0,9,68,62.525,2017,8c/+
5937,AUT,0,183,78,21.0,3,52,50.333333333333336,2014,7b/+
5938,ITA,0,180,63,20.0,5,62,48.943661971830984,2017,8a+/8b
5939,ITA,0,171,63,31.0,3,57,41.49038461538461,2016,7c+
5940,ESP,0,179,68,42.0,5,49,37.32608695652174,2017,7a+
5941,ESP,0,186,88,43.0,4,40,35.07692307692308,2017,6b/+
5942,CHE,0,190,88,26.0,4,40,34.30769230769231,2017,6b/+
5943,FRA,0,180,78,37.0,6,49,38.48275862068966,2017,7a+
5944,USA,0,170,68,31.0,7,40,35.25,2017,6b/+
5945,ESP,0,170,63,30.0,4,57,44.925233644859816,2016,7c+
5946,FRA,0,168,68,39.0,21,62,52.88505747126437,2017,8a+/8b
5947,BEL,0,176,53,19.0,5,53,43.592592592592595,2016,7b+
5948,BEL,0,178,68,29.0,6,57,42.67816091954023,2017,7c+
5949,ESP,0,180,68,27.0,4,48,39.214285714285715,2017,7a/+
5950,AUT,0,168,63,42.0,7,59,43.684719535783366,2017,8a
5951,DEU,0,180,73,30.0,21,66,53.27049180327869,2017,8b+/8c
5952,CHE,0,173,63,30.0,6,51,43.416666666666664,2017,7b
5953,ESP,0,177,63,26.0,4,57,46.565891472868216,2017,7c+
5954,ESP,0,176,68,24.0,4,53,44.54347826086956,2016,7b+
5955,CHE,0,181,68,29.0,7,64,52.79347826086956,2017,8b/+
5956,CHE,0,176,73,35.0,6,57,47.323076923076925,2017,7c+
5957,USA,0,177,73,24.0,3,64,54.46,2014,8b/+
5958,POL,0,178,68,32.0,4,51,39.71945701357466,2017,7b
5959,FRA,0,165,58,33.0,6,59,51.19047619047619,2014,8a
5960,ESP,0,172,83,40.0,5,57,43.31578947368421,2017,7c+
5961,ITA,0,178,68,32.0,6,54,39.28971962616822,2017,7b+/7c
5962,ITA,0,178,78,27.0,7,62,45.78,2017,8a+/8b
5963,FRA,0,180,63,28.0,12,58,50.85549132947977,2017,7c+/8a
5964,RUS,0,178,68,26.0,15,62,54.77777777777778,2013,8a+/8b
5965,POL,0,181,73,34.0,7,51,39.546875,2017,7b
5966,SWE,0,176,78,35.0,9,55,44.30487804878049,2017,7c
5967,FRA,0,174,63,18.0,11,59,51.285714285714285,2014,8a
5968,ITA,0,182,73,44.0,6,49,37.237354085603116,2017,7a+
5969,FRA,0,174,68,35.0,5,59,46.31843575418994,2017,8a
5970,BRA,0,179,63,28.0,5,57,45.69672131147541,2017,7c+
5971,CAN,0,185,68,35.0,6,53,49.36,2017,7b+
5972,other,0,180,83,32.0,4,36,33.07142857142857,2015,6a/+
5973,AUT,0,179,68,25.0,18,66,53.33913043478261,2017,8b+/8c
5974,BRA,0,183,73,29.0,8,57,45.82142857142857,2017,7c+
5975,CZE,0,182,68,25.0,8,62,57.03225806451613,2015,8a+/8b
5976,USA,0,167,63,28.0,8,57,53.77777777777778,2015,7c+
5977,ESP,0,181,73,28.0,7,55,48.625,2015,7c
5978,USA,0,177,68,29.0,4,51,42.375,2016,7b
5979,other,0,182,73,36.0,6,53,37.987096774193546,2017,7b+
5980,other,0,168,58,32.0,5,55,40.2906976744186,2017,7c
5981,FRA,0,176,73,23.0,5,62,51.333333333333336,2014,8a+/8b
5982,CAN,0,178,68,31.0,13,68,54.755102040816325,2015,8c/+
