,user_id,date_first,date_last,grades_count,grades_first,grades_last,grades_max,grades_mean,year_first,year_last
0,1,1999-02-06 23:00:00,2002-01-06 23:00:00,149,36,53,62,47.16107382550336,1999,2002
1,2,2001-05-31 22:00:00,2001-05-31 22:00:00,3,49,44,49,44.333333333333336,2001,2001
2,3,1999-08-09 22:00:00,2001-08-25 22:00:00,49,55,49,62,52.53061224489796,1999,2001
3,4,2004-06-30 22:00:00,2009-05-26 22:00:00,170,62,49,64,53.87647058823529,2004,2009
4,10,2000-01-14 23:00:00,2017-07-10 22:00:00,633,53,38,64,49.05529225908373,2000,2017
5,12,1998-04-30 22:00:00,2002-03-16 23:00:00,35,66,57,66,57.91428571428571,1998,2002
6,13,2000-03-21 23:00:00,2000-06-17 22:00:00,17,36,36,40,36.8235294117647,2000,2000
7,15,2004-02-18 23:00:00,2006-10-08 22:00:00,161,59,68,68,61.04347826086956,2004,2006
8,16,1997-08-09 22:00:00,2013-04-03 22:00:00,95,57,59,64,51.463157894736845,1997,2013
9,17,1999-12-31 23:00:00,2002-05-31 22:00:00,45,38,29,44,30.977777777777778,2000,2002
10,18,2000-06-30 22:00:00,2012-04-23 22:00:00,390,49,51,64,52.764102564102565,2000,2012
11,19,2000-08-07 22:00:00,2002-03-11 23:00:00,58,49,46,51,36.13793103448276,2000,2002
12,24,2000-10-03 22:00:00,2000-10-03 22:00:00,1,36,36,36,36.0,2000,2000
13,26,2000-09-22 22:00:00,2000-07-31 22:00:00,6,64,59,64,59.666666666666664,2000,2000
14,27,2000-09-29 22:00:00,2001-06-15 22:00:00,8,49,49,53,50.5,2000,2001
15,28,1999-10-28 22:00:00,2017-08-25 22:00:00,334,57,46,64,48.93712574850299,1999,2017
16,29,2000-10-06 22:00:00,2000-10-06 22:00:00,1,13,13,13,13.0,2000,2000
17,30,2001-04-06 22:00:00,2003-03-01 23:00:00,37,40,38,53,41.189189189189186,2001,2003
18,32,1999-02-19 23:00:00,2009-07-31 22:00:00,219,59,42,62,47.39269406392694,1999,2009
19,34,1999-12-31 23:00:00,2000-12-31 23:00:00,31,51,46,55,48.774193548387096,2000,2001
20,35,1998-08-31 22:00:00,2008-09-30 22:00:00,72,53,51,64,48.75,1998,2008
21,36,2000-08-23 22:00:00,2000-08-05 22:00:00,81,36,33,51,33.27160493827161,2000,2000
22,38,2000-11-03 23:00:00,2017-08-26 22:00:00,810,55,61,72,57.54814814814815,2000,2017
23,39,2000-09-09 22:00:00,2000-05-28 22:00:00,10,53,42,53,47.9,2000,2000
24,40,1999-03-05 23:00:00,1999-12-05 23:00:00,8,64,55,64,57.875,1999,1999
25,42,2001-07-04 22:00:00,2001-07-04 22:00:00,1,46,46,46,46.0,2001,2001
26,46,2000-02-29 23:00:00,2000-03-06 23:00:00,29,53,46,57,49.93103448275862,2000,2000
27,47,1999-07-27 22:00:00,2001-04-09 22:00:00,32,40,21,51,36.625,1999,2001
28,48,2000-06-26 22:00:00,2002-09-03 22:00:00,21,42,44,46,41.142857142857146,2000,2002
29,49,2000-08-31 22:00:00,2002-09-06 22:00:00,36,46,44,53,46.19444444444444,2000,2002
30,51,2000-09-05 22:00:00,2008-08-23 22:00:00,422,40,58,64,45.720379146919434,2000,2008
31,52,1998-12-31 23:00:00,2003-05-07 22:00:00,170,59,57,64,55.62352941176471,1999,2003
32,53,1999-11-19 23:00:00,2000-10-13 22:00:00,10,57,49,57,52.8,1999,2000
33,54,2000-08-06 22:00:00,2008-07-18 22:00:00,108,51,59,62,49.2037037037037,2000,2008
34,56,2000-10-07 22:00:00,1995-01-05 23:00:00,20,68,57,68,60.15,2000,1995
35,59,2000-09-09 22:00:00,2003-10-19 22:00:00,32,49,57,62,52.5,2000,2003
36,61,2009-01-25 23:00:00,2009-05-22 22:00:00,3,57,57,57,57.0,2009,2009
37,65,2000-09-16 22:00:00,2008-03-30 22:00:00,180,57,55,64,52.21666666666667,2000,2008
38,66,2002-04-10 22:00:00,2002-04-10 22:00:00,1,62,62,62,62.0,2002,2002
39,67,2000-07-14 22:00:00,2000-05-06 22:00:00,5,57,53,57,55.8,2000,2000
40,68,1996-03-17 23:00:00,1995-02-28 23:00:00,10,64,62,64,62.8,1996,1995
41,69,2000-09-30 22:00:00,2002-07-17 22:00:00,52,55,53,62,54.03846153846154,2000,2002
42,70,2001-04-15 22:00:00,2001-04-15 22:00:00,1,55,55,55,55.0,2001,2001
43,73,2000-09-09 22:00:00,1999-12-31 23:00:00,8,59,59,62,59.125,2000,2000
44,76,2000-05-02 22:00:00,2000-08-12 22:00:00,17,42,42,44,41.76470588235294,2000,2000
45,77,2000-06-30 22:00:00,2000-12-31 23:00:00,15,57,55,57,53.2,2000,2001
46,78,2000-06-11 22:00:00,2003-07-18 22:00:00,54,51,44,51,40.51851851851852,2000,2003
47,79,1999-03-14 23:00:00,2017-08-26 22:00:00,547,62,53,66,56.79341864716636,1999,2017
48,80,2000-05-24 22:00:00,2002-05-11 22:00:00,155,49,44,59,46.12903225806452,2000,2002
49,82,1998-10-26 23:00:00,2008-06-06 22:00:00,61,66,61,66,61.34426229508197,1998,2008
50,85,2000-06-30 22:00:00,2012-09-03 22:00:00,85,55,33,68,56.870588235294115,2000,2012
51,86,2000-02-29 23:00:00,2007-09-27 22:00:00,67,44,49,53,44.56716417910448,2000,2007
52,88,2000-11-25 23:00:00,2002-06-13 22:00:00,95,62,62,64,55.03157894736842,2000,2002
53,89,2000-08-05 22:00:00,2016-01-31 23:00:00,160,55,53,68,55.39375,2000,2016
54,90,2000-07-06 22:00:00,2001-02-09 23:00:00,30,55,42,57,49.8,2000,2001
55,95,2001-07-08 22:00:00,2016-04-22 22:00:00,78,53,44,59,48.53846153846154,2001,2016
56,98,2000-09-30 22:00:00,2004-01-18 23:00:00,76,51,42,53,39.43421052631579,2000,2004
57,103,1999-01-29 23:00:00,1999-01-31 23:00:00,10,66,61,66,62.9,1999,1999
58,104,2003-10-31 23:00:00,2008-04-09 22:00:00,16,66,66,68,62.8125,2003,2008
59,105,2002-02-28 23:00:00,1999-02-28 23:00:00,35,46,44,59,46.94285714285714,2002,1999
60,108,2000-05-16 22:00:00,1999-10-15 22:00:00,4,55,49,59,55.0,2000,1999
61,109,2007-09-10 22:00:00,2009-04-14 22:00:00,8,55,49,57,51.75,2007,2009
62,111,2000-04-30 22:00:00,1999-05-18 22:00:00,35,36,42,46,35.22857142857143,2000,1999
63,114,2000-09-15 22:00:00,2016-04-04 22:00:00,229,59,53,68,54.06113537117904,2000,2016
64,118,1999-12-31 23:00:00,2015-09-27 22:00:00,472,72,59,77,66.27542372881356,2000,2015
65,121,2000-07-30 22:00:00,2002-09-06 22:00:00,8,62,49,62,54.0,2000,2002
66,126,1999-12-31 23:00:00,1999-12-31 23:00:00,2,38,36,38,37.0,2000,2000
67,127,2000-11-11 23:00:00,1999-07-10 22:00:00,6,62,57,62,60.0,2000,1999
68,128,1999-11-09 23:00:00,2000-04-30 22:00:00,11,68,64,68,64.36363636363636,1999,2000
69,129,2001-07-31 22:00:00,2010-06-29 22:00:00,290,51,64,64,52.49310344827586,2001,2010
70,130,1999-06-08 22:00:00,1999-06-08 22:00:00,1,51,51,51,51.0,1999,1999
71,131,1998-12-31 23:00:00,2003-04-19 22:00:00,64,70,70,72,67.28125,1999,2003
72,134,1999-08-31 22:00:00,2012-09-20 22:00:00,408,68,55,70,57.03921568627451,1999,2012
73,135,1999-05-31 22:00:00,1999-04-30 22:00:00,3,64,62,66,64.0,1999,1999
74,136,2000-07-16 22:00:00,2000-06-09 22:00:00,24,44,53,53,47.458333333333336,2000,2000
75,137,2000-05-11 22:00:00,2003-09-12 22:00:00,111,57,53,64,54.68468468468468,2000,2003
76,139,1994-02-28 23:00:00,1992-08-31 22:00:00,7,62,59,66,62.0,1994,1992
77,142,2000-09-18 22:00:00,2000-09-30 22:00:00,10,62,55,62,57.1,2000,2000
78,145,1996-12-31 23:00:00,1998-12-31 23:00:00,3,70,70,70,70.0,1997,1999
79,146,2000-06-01 22:00:00,1999-03-15 23:00:00,18,66,53,66,56.5,2000,1999
80,148,2000-05-30 22:00:00,2003-07-25 22:00:00,92,59,31,59,44.06521739130435,2000,2003
81,149,2000-06-29 22:00:00,2007-05-20 22:00:00,81,71,72,77,66.48148148148148,2000,2007
82,151,2000-02-25 23:00:00,2017-02-26 23:00:00,609,53,62,70,58.532019704433495,2000,2017
83,155,1998-12-31 23:00:00,2002-09-14 22:00:00,118,59,66,66,57.432203389830505,1999,2002
84,158,2000-01-29 23:00:00,2000-01-29 23:00:00,3,62,62,64,62.666666666666664,2000,2000
85,160,2000-09-30 22:00:00,2001-02-18 23:00:00,8,55,51,55,50.5,2000,2001
86,162,2000-10-25 22:00:00,2002-04-10 22:00:00,16,51,51,53,45.75,2000,2002
87,164,2000-04-16 22:00:00,2016-09-20 22:00:00,1706,49,54,66,53.08499413833529,2000,2016
88,165,2002-03-28 23:00:00,2006-01-27 23:00:00,158,21,51,53,37.84177215189873,2002,2006
89,166,1999-11-22 23:00:00,2017-06-09 22:00:00,239,51,59,62,48.92887029288703,1999,2017
90,168,2000-10-21 22:00:00,2008-05-14 22:00:00,97,68,75,77,65.36082474226804,2000,2008
91,169,2000-03-31 22:00:00,2003-09-19 22:00:00,49,62,55,66,58.714285714285715,2000,2003
92,173,1993-08-31 22:00:00,1997-02-28 23:00:00,3,75,72,75,74.0,1993,1997
93,174,2002-02-28 23:00:00,2009-08-04 22:00:00,247,59,55,64,53.32793522267207,2002,2009
94,175,2000-09-21 22:00:00,2001-09-15 22:00:00,11,36,29,40,34.54545454545455,2000,2001
95,176,2000-04-30 22:00:00,2000-12-19 23:00:00,34,51,51,51,42.911764705882355,2000,2000
96,178,1999-05-14 22:00:00,2015-06-17 22:00:00,337,59,62,68,57.367952522255194,1999,2015
97,181,2000-02-29 23:00:00,2000-10-23 22:00:00,7,36,44,46,38.42857142857143,2000,2000
98,182,1997-06-30 22:00:00,1995-12-31 23:00:00,16,57,49,57,51.1875,1997,1996
99,183,2000-04-30 22:00:00,1999-12-31 23:00:00,6,49,36,49,43.666666666666664,2000,2000
100,184,2004-03-19 23:00:00,2003-03-06 23:00:00,82,49,49,53,39.34146341463415,2004,2003
101,185,2000-09-28 22:00:00,2001-10-31 23:00:00,16,49,49,51,49.75,2000,2001
102,190,2001-05-31 22:00:00,2008-01-10 23:00:00,276,62,49,66,55.01086956521739,2001,2008
103,192,2001-02-09 23:00:00,2001-02-17 23:00:00,3,31,29,31,29.666666666666668,2001,2001
104,194,2000-10-04 22:00:00,2000-08-21 22:00:00,2,46,44,46,45.0,2000,2000
105,196,2000-09-30 22:00:00,2000-09-30 22:00:00,1,51,51,51,51.0,2000,2000
106,204,1999-08-05 22:00:00,1999-08-05 22:00:00,1,51,51,51,51.0,1999,1999
107,206,2001-07-09 22:00:00,2007-10-09 22:00:00,45,53,40,55,46.75555555555555,2001,2007
108,207,2000-11-30 23:00:00,2009-02-14 23:00:00,160,59,55,64,59.69375,2000,2009
109,210,2000-09-30 22:00:00,1999-12-31 23:00:00,10,55,49,55,52.4,2000,2000
110,212,1999-11-30 23:00:00,2007-02-24 23:00:00,192,62,62,70,60.114583333333336,1999,2007
111,213,2000-07-08 22:00:00,2006-02-12 23:00:00,74,55,57,66,56.54054054054054,2000,2006
112,214,1995-08-31 22:00:00,1999-04-30 22:00:00,22,68,53,68,57.59090909090909,1995,1999
113,215,2000-06-09 22:00:00,2007-01-13 23:00:00,52,57,53,68,57.23076923076923,2000,2007
114,218,2001-01-19 23:00:00,2017-06-30 22:00:00,297,40,62,64,46.46801346801347,2001,2017
115,219,2000-08-31 22:00:00,2011-03-31 22:00:00,68,33,36,49,36.794117647058826,2000,2011
116,220,2000-08-31 22:00:00,2002-09-13 22:00:00,66,33,36,49,34.984848484848484,2000,2002
117,221,2001-06-30 22:00:00,2001-08-26 22:00:00,16,51,44,53,45.875,2001,2001
118,223,1999-06-04 22:00:00,2002-02-02 23:00:00,21,33,33,46,38.095238095238095,1999,2002
119,225,1999-01-31 23:00:00,2000-10-21 22:00:00,3,40,49,49,44.333333333333336,1999,2000
120,228,2000-03-12 23:00:00,2011-06-03 22:00:00,121,68,64,77,66.08264462809917,2000,2011
121,230,2001-10-12 22:00:00,2001-10-12 22:00:00,1,51,51,51,51.0,2001,2001
122,234,2000-07-04 22:00:00,2000-05-31 22:00:00,17,59,51,64,57.05882352941177,2000,2000
123,235,2000-03-01 23:00:00,2013-08-17 22:00:00,375,62,62,70,61.504,2000,2013
124,236,2000-08-31 22:00:00,2000-08-31 22:00:00,1,42,42,42,42.0,2000,2000
125,237,1999-12-30 23:00:00,2000-03-03 23:00:00,10,59,55,59,56.8,1999,2000
126,238,1999-05-19 22:00:00,2012-04-07 22:00:00,268,66,55,69,60.36940298507463,1999,2012
127,240,1999-12-28 23:00:00,2014-05-09 22:00:00,305,51,49,62,51.662295081967216,1999,2014
128,242,2000-10-31 23:00:00,2003-03-31 22:00:00,32,40,49,51,43.28125,2000,2003
129,248,1999-12-31 23:00:00,1999-12-31 23:00:00,17,44,38,51,42.64705882352941,2000,2000
130,249,2000-06-30 22:00:00,2006-12-11 23:00:00,221,49,53,57,47.41628959276018,2000,2006
131,250,2000-03-23 23:00:00,2016-10-02 22:00:00,260,49,64,68,54.6,2000,2016
132,251,2000-11-24 23:00:00,2002-02-10 23:00:00,46,53,57,57,50.15217391304348,2000,2002
133,252,2000-11-04 23:00:00,2001-10-14 22:00:00,22,44,51,51,43.36363636363637,2000,2001
134,253,1999-12-14 23:00:00,2000-08-19 22:00:00,11,59,55,66,59.09090909090909,1999,2000
135,254,2000-10-08 22:00:00,2000-10-08 22:00:00,1,38,38,38,38.0,2000,2000
136,256,2000-12-31 23:00:00,2000-12-31 23:00:00,1,59,59,59,59.0,2001,2001
137,260,2000-10-31 23:00:00,1997-12-31 23:00:00,11,44,40,46,40.72727272727273,2000,1998
138,264,2001-08-17 22:00:00,2001-08-10 22:00:00,5,40,36,42,38.0,2001,2001
139,266,2000-08-31 22:00:00,2001-11-30 23:00:00,27,59,49,59,55.148148148148145,2000,2001
140,270,2000-10-13 22:00:00,1999-12-31 23:00:00,7,55,57,59,57.285714285714285,2000,2000
141,271,2000-11-20 23:00:00,2000-11-30 23:00:00,6,46,36,49,42.0,2000,2000
142,272,1992-07-31 22:00:00,1996-07-31 22:00:00,6,62,62,62,59.166666666666664,1992,1996
143,273,2001-12-15 23:00:00,2005-04-10 22:00:00,34,64,57,66,60.26470588235294,2001,2005
144,274,1999-12-19 23:00:00,2001-08-06 22:00:00,39,59,51,64,57.82051282051282,1999,2001
145,276,2000-01-19 23:00:00,2006-08-05 22:00:00,131,66,62,75,65.04580152671755,2000,2006
146,279,2000-09-21 22:00:00,2014-09-27 22:00:00,222,64,62,70,62.972972972972975,2000,2014
147,280,2000-06-19 22:00:00,2008-07-29 22:00:00,32,49,62,62,52.1875,2000,2008
148,281,2002-06-30 22:00:00,2004-04-16 22:00:00,74,33,40,55,39.2027027027027,2002,2004
149,287,2000-11-19 23:00:00,2001-05-20 22:00:00,6,51,62,62,48.666666666666664,2000,2001
150,288,2000-11-14 23:00:00,2006-09-10 22:00:00,25,72,75,77,68.0,2000,2006
151,289,2000-07-31 22:00:00,2001-04-07 22:00:00,17,70,68,70,63.0,2000,2001
152,290,2001-07-10 22:00:00,2009-08-02 22:00:00,52,75,57,75,65.75,2001,2009
153,291,2000-06-30 22:00:00,2000-09-30 22:00:00,10,66,55,66,56.9,2000,2000
154,292,1999-12-31 23:00:00,1999-12-31 23:00:00,19,55,59,59,54.36842105263158,2000,2000
155,293,2000-12-29 23:00:00,2007-05-20 22:00:00,358,36,46,57,44.28212290502793,2000,2007
156,295,2000-11-19 23:00:00,2001-04-27 22:00:00,17,62,64,68,58.588235294117645,2000,2001
157,296,2000-08-15 22:00:00,2009-02-14 23:00:00,55,59,59,62,56.18181818181818,2000,2009
158,297,2002-01-19 23:00:00,2002-01-19 23:00:00,3,31,36,36,33.333333333333336,2002,2002
159,299,2001-02-10 23:00:00,2001-10-13 22:00:00,24,36,46,46,35.75,2001,2001
160,302,2000-05-31 22:00:00,2017-09-01 22:00:00,135,59,57,64,57.34814814814815,2000,2017
161,306,2000-12-19 23:00:00,2003-02-14 23:00:00,146,57,59,68,60.28082191780822,2000,2003
162,307,1999-12-31 23:00:00,1999-12-31 23:00:00,1,53,53,53,53.0,2000,2000
163,308,2000-02-10 23:00:00,2003-04-19 22:00:00,74,68,70,72,67.58108108108108,2000,2003
164,310,2000-05-31 22:00:00,2016-12-30 23:00:00,913,64,53,68,59.28915662650602,2000,2016
165,311,2000-08-23 22:00:00,2004-05-22 22:00:00,72,46,44,55,46.013888888888886,2000,2004
166,312,2000-10-14 22:00:00,2017-09-05 22:00:00,676,55,55,59,49.15384615384615,2000,2017
167,313,2000-12-14 23:00:00,2000-02-12 23:00:00,8,49,44,49,43.375,2000,2000
168,318,2000-05-31 22:00:00,2008-05-17 22:00:00,328,66,62,75,62.545731707317074,2000,2008
169,320,2012-04-09 22:00:00,2012-04-09 22:00:00,1,36,36,36,36.0,2012,2012
170,321,2000-08-10 22:00:00,2003-05-19 22:00:00,52,55,53,62,53.01923076923077,2000,2003
171,322,2000-05-14 22:00:00,2002-03-16 23:00:00,31,44,53,55,43.806451612903224,2000,2002
172,323,2004-10-14 22:00:00,2004-10-16 22:00:00,9,53,51,53,48.55555555555556,2004,2004
173,325,1999-12-31 23:00:00,2004-02-21 23:00:00,24,62,49,62,52.5,2000,2004
174,332,2000-05-21 22:00:00,2001-06-14 22:00:00,100,49,55,62,46.77,2000,2001
175,338,2000-07-31 22:00:00,2000-04-30 22:00:00,15,59,53,66,58.2,2000,2000
176,340,2000-05-04 22:00:00,2000-08-24 22:00:00,5,46,46,46,45.2,2000,2000
177,342,2000-02-25 23:00:00,2000-08-11 22:00:00,19,68,64,70,65.36842105263158,2000,2000
178,344,2000-01-19 23:00:00,1996-05-12 22:00:00,185,62,59,62,53.82702702702703,2000,1996
179,345,2000-04-01 22:00:00,2016-03-02 23:00:00,180,62,59,64,55.09444444444444,2000,2016
180,346,2000-07-07 22:00:00,2000-11-30 23:00:00,16,62,53,62,56.6875,2000,2000
181,349,2000-06-20 22:00:00,2001-02-22 23:00:00,2,21,36,36,28.5,2000,2001
182,350,2002-07-06 22:00:00,2008-06-23 22:00:00,64,51,51,64,49.75,2002,2008
183,351,2000-04-01 22:00:00,2017-06-26 22:00:00,331,57,59,70,56.987915407854985,2000,2017
184,352,1999-05-31 22:00:00,1999-05-31 22:00:00,1,44,44,44,44.0,1999,1999
185,354,1999-07-14 22:00:00,2002-08-27 22:00:00,86,49,49,59,51.44186046511628,1999,2002
186,355,2002-04-30 22:00:00,2015-09-07 22:00:00,545,66,75,75,55.794495412844036,2002,2015
187,356,2000-06-30 22:00:00,2001-08-02 22:00:00,4,33,59,59,39.5,2000,2001
188,357,2000-09-12 22:00:00,2001-04-13 22:00:00,10,40,55,55,47.1,2000,2001
189,358,2000-05-10 22:00:00,2016-08-03 22:00:00,160,62,61,64,52.66875,2000,2016
190,359,2000-01-31 23:00:00,2005-03-31 22:00:00,90,59,58,64,57.644444444444446,2000,2005
191,360,2001-04-13 22:00:00,2001-08-23 22:00:00,10,38,21,38,31.3,2001,2001
192,361,2000-05-03 22:00:00,2005-08-10 22:00:00,36,49,49,64,54.583333333333336,2000,2005
193,362,2000-07-02 22:00:00,2007-11-03 23:00:00,295,36,31,44,28.003389830508475,2000,2007
194,363,2002-07-16 22:00:00,2002-05-03 22:00:00,29,42,36,51,38.758620689655174,2002,2002
195,366,2004-07-09 22:00:00,2010-05-01 22:00:00,40,53,55,62,51.15,2004,2010
196,369,2001-02-16 23:00:00,2002-04-10 22:00:00,11,33,38,51,37.81818181818182,2001,2002
197,376,2000-07-31 22:00:00,2000-04-30 22:00:00,2,29,13,29,21.0,2000,2000
198,377,2001-01-11 23:00:00,2000-01-17 23:00:00,5,57,62,66,59.8,2001,2000
199,378,2001-06-30 22:00:00,2000-11-30 23:00:00,2,57,59,59,58.0,2001,2000
200,379,2002-02-28 23:00:00,2004-04-23 22:00:00,28,64,62,70,64.42857142857143,2002,2004
201,380,2001-01-19 23:00:00,2000-12-27 23:00:00,10,55,53,57,54.2,2001,2000
202,382,2001-06-19 22:00:00,2011-05-14 22:00:00,76,51,55,66,55.31578947368421,2001,2011
203,384,2000-10-16 22:00:00,2001-08-19 22:00:00,18,62,55,62,57.72222222222222,2000,2001
204,385,2000-04-16 22:00:00,2001-04-16 22:00:00,28,51,51,55,50.214285714285715,2000,2001
205,386,1999-08-12 22:00:00,2013-05-20 22:00:00,137,70,53,72,59.00729927007299,1999,2013
206,389,2000-08-10 22:00:00,2000-08-10 22:00:00,1,21,21,21,21.0,2000,2000
207,390,2002-08-29 22:00:00,2003-05-16 22:00:00,13,70,51,70,61.53846153846154,2002,2003
208,392,2000-09-07 22:00:00,1997-11-18 23:00:00,2,53,59,59,56.0,2000,1997
209,394,2000-07-30 22:00:00,2012-07-07 22:00:00,239,59,53,66,54.0,2000,2012
210,395,1998-12-17 23:00:00,2001-12-03 23:00:00,37,49,55,62,50.108108108108105,1998,2001
211,396,2001-03-12 23:00:00,2002-09-18 22:00:00,84,44,53,57,48.583333333333336,2001,2002
212,398,2000-11-10 23:00:00,1999-11-02 23:00:00,15,53,44,53,46.46666666666667,2000,1999
213,399,1997-06-30 22:00:00,2007-09-15 22:00:00,95,36,31,49,38.863157894736844,1997,2007
214,401,1998-06-27 22:00:00,1998-06-27 22:00:00,1,55,55,55,55.0,1998,1998
215,402,2000-07-20 22:00:00,2001-03-07 23:00:00,16,64,62,64,60.0,2000,2001
216,403,2000-09-01 22:00:00,2017-09-02 22:00:00,449,66,56,66,54.40311804008909,2000,2017
217,404,1999-07-24 22:00:00,2016-08-11 22:00:00,538,40,21,54,37.97769516728624,1999,2016
218,405,2000-07-31 22:00:00,2010-05-21 22:00:00,126,62,58,62,52.75396825396825,2000,2010
219,406,2000-12-07 23:00:00,2001-01-27 23:00:00,17,51,49,53,46.588235294117645,2000,2001
220,408,2001-02-03 23:00:00,2017-08-16 22:00:00,652,49,64,75,58.02300613496933,2001,2017
221,410,2001-06-04 22:00:00,1999-12-31 23:00:00,2,59,59,59,59.0,2001,2000
222,413,2001-01-20 23:00:00,2000-05-16 22:00:00,17,42,36,42,37.76470588235294,2001,2000
223,417,1999-03-26 23:00:00,1993-06-05 22:00:00,175,68,55,68,56.44,1999,1993
224,421,2000-11-17 23:00:00,2000-06-10 22:00:00,13,57,53,62,54.92307692307692,2000,2000
225,422,1996-02-29 23:00:00,1998-02-28 23:00:00,9,73,66,75,72.11111111111111,1996,1998
226,423,2000-11-02 23:00:00,2002-03-01 23:00:00,36,49,49,53,48.52777777777778,2000,2002
227,424,2001-01-09 23:00:00,2001-01-09 23:00:00,1,51,51,51,51.0,2001,2001
228,425,1998-12-31 23:00:00,1998-12-31 23:00:00,2,66,66,66,66.0,1999,1999
229,427,2000-02-29 23:00:00,2001-10-05 22:00:00,19,55,53,66,58.0,2000,2001
230,428,2000-10-05 22:00:00,2011-05-14 22:00:00,4,64,55,64,58.25,2000,2011
231,434,2000-09-03 22:00:00,2000-07-11 22:00:00,15,55,46,59,52.666666666666664,2000,2000
232,436,2000-05-31 22:00:00,2000-05-31 22:00:00,1,66,66,66,66.0,2000,2000
233,439,2000-06-30 22:00:00,2001-10-02 22:00:00,30,62,59,62,53.93333333333333,2000,2001
234,440,2000-04-30 22:00:00,2010-07-06 22:00:00,194,64,55,68,53.01546391752577,2000,2010
235,441,2001-01-15 23:00:00,2017-04-13 22:00:00,466,70,64,72,53.69098712446352,2001,2017
236,442,2000-05-09 22:00:00,2010-05-03 22:00:00,187,29,62,70,53.44919786096256,2000,2010
237,443,2001-01-21 23:00:00,2010-02-06 23:00:00,81,53,49,64,50.925925925925924,2001,2010
238,444,2001-10-31 23:00:00,2008-11-09 23:00:00,27,36,44,59,44.48148148148148,2001,2008
239,445,2000-09-22 22:00:00,2001-11-07 23:00:00,36,70,64,72,66.33333333333333,2000,2001
240,446,2000-10-14 22:00:00,2010-08-07 22:00:00,42,64,55,66,58.904761904761905,2000,2010
241,448,2000-02-10 23:00:00,2000-02-10 23:00:00,1,53,53,53,53.0,2000,2000
242,449,2000-04-30 22:00:00,2000-04-30 22:00:00,9,53,53,53,52.111111111111114,2000,2000
243,452,2000-08-07 22:00:00,2012-04-03 22:00:00,343,59,53,77,63.14868804664723,2000,2012
244,456,2000-08-10 22:00:00,2001-05-14 22:00:00,30,33,21,44,33.733333333333334,2000,2001
245,457,1999-04-17 22:00:00,2001-04-30 22:00:00,28,51,49,53,44.535714285714285,1999,2001
246,458,1989-04-19 22:00:00,2015-06-26 22:00:00,21,51,57,59,54.285714285714285,1989,2015
247,459,1999-08-31 22:00:00,2011-07-24 22:00:00,234,49,49,62,51.62820512820513,1999,2011
248,460,2000-08-31 22:00:00,2001-07-31 22:00:00,52,62,59,66,60.36538461538461,2000,2001
249,462,2000-02-01 23:00:00,2001-12-27 23:00:00,37,49,59,59,53.486486486486484,2000,2001
250,463,1999-12-31 23:00:00,1999-12-31 23:00:00,22,62,53,62,52.95454545454545,2000,2000
251,467,2001-01-14 23:00:00,2000-11-14 23:00:00,12,57,49,57,51.833333333333336,2001,2000
252,468,2001-02-15 23:00:00,2000-09-03 22:00:00,12,51,59,59,54.0,2001,2000
253,471,2001-02-24 23:00:00,2000-02-29 23:00:00,3,36,44,44,38.666666666666664,2001,2000
254,472,2001-01-24 23:00:00,2000-07-09 22:00:00,27,55,51,57,52.666666666666664,2001,2000
255,473,2001-02-22 23:00:00,2016-12-19 23:00:00,188,68,68,72,63.13297872340426,2001,2016
256,475,2001-01-06 23:00:00,2000-08-27 22:00:00,11,59,55,62,54.54545454545455,2001,2000
257,476,2000-05-18 22:00:00,2016-11-19 23:00:00,506,70,62,77,65.33794466403162,2000,2016
258,478,2001-03-24 23:00:00,2005-02-26 23:00:00,69,42,33,42,37.63768115942029,2001,2005
259,479,1999-06-29 22:00:00,2004-05-25 22:00:00,115,53,49,53,42.26086956521739,1999,2004
260,483,2000-04-30 22:00:00,2003-07-12 22:00:00,38,49,40,55,43.78947368421053,2000,2003
261,485,2000-06-30 22:00:00,2000-07-19 22:00:00,5,46,46,53,48.4,2000,2000
262,486,2007-02-06 23:00:00,2015-12-29 23:00:00,358,71,72,76,67.08659217877096,2007,2015
263,487,2001-03-10 23:00:00,2001-03-10 23:00:00,1,13,13,13,13.0,2001,2001
264,488,2000-04-19 22:00:00,2015-03-23 23:00:00,181,40,38,53,34.92265193370166,2000,2015
265,489,2000-04-02 22:00:00,2017-09-04 22:00:00,241,55,66,66,55.5850622406639,2000,2017
266,490,2002-07-13 22:00:00,2004-05-21 22:00:00,91,33,40,51,36.879120879120876,2002,2004
267,492,2001-03-03 23:00:00,2002-08-16 22:00:00,47,49,49,55,47.59574468085106,2001,2002
268,493,2000-09-01 22:00:00,2015-12-29 23:00:00,3237,62,31,64,40.60333642261353,2000,2015
269,496,2000-08-28 22:00:00,2000-07-08 22:00:00,5,59,57,64,59.6,2000,2000
270,503,2001-03-08 23:00:00,2002-12-31 23:00:00,39,44,40,62,42.666666666666664,2001,2003
271,510,2000-10-18 22:00:00,2002-01-23 23:00:00,13,36,44,53,45.69230769230769,2000,2002
272,511,2001-02-28 23:00:00,2006-04-05 22:00:00,113,36,33,51,36.85840707964602,2001,2006
273,515,2000-07-13 22:00:00,2004-04-01 22:00:00,74,36,51,57,35.04054054054054,2000,2004
274,516,1999-12-31 23:00:00,1999-12-31 23:00:00,2,62,57,62,59.5,2000,2000
